"country","date","cases","deaths","recovered"
"Andorra",2020-02-20,0,0,0
"Andorra",2020-02-21,0,0,0
"Andorra",2020-02-22,0,0,0
"Andorra",2020-02-23,0,0,0
"Andorra",2020-02-24,0,0,0
"Andorra",2020-02-25,0,0,0
"Andorra",2020-02-26,0,0,0
"Andorra",2020-02-27,0,0,0
"Andorra",2020-02-28,0,0,0
"Andorra",2020-02-29,0,0,0
"Andorra",2020-03-01,0,0,0
"Andorra",2020-03-02,1,0,0
"Andorra",2020-03-03,0,0,0
"Andorra",2020-03-04,0,0,0
"Andorra",2020-03-05,0,0,0
"Andorra",2020-03-06,0,0,0
"Andorra",2020-03-07,0,0,0
"Andorra",2020-03-08,0,0,0
"Andorra",2020-03-09,0,0,0
"Andorra",2020-03-10,0,0,0
"Andorra",2020-03-11,0,0,0
"Andorra",2020-03-12,0,0,1
"Andorra",2020-03-13,0,0,-1
"Andorra",2020-03-14,0,0,1
"Andorra",2020-03-15,0,0,0
"Andorra",2020-03-16,1,0,0
"Andorra",2020-03-17,37,0,0
"Andorra",2020-03-18,0,0,0
"Andorra",2020-03-19,14,0,0
"Andorra",2020-03-20,22,0,0
"Andorra",2020-03-21,13,0,0
"Andorra",2020-03-22,25,1,0
"Andorra",2020-03-23,20,0,0
"Andorra",2020-03-24,31,0,0
"Andorra",2020-03-25,24,0,0
"Andorra",2020-03-26,36,2,0
"Andorra",2020-03-27,43,0,0
"Andorra",2020-03-28,41,0,0
"Andorra",2020-03-29,26,3,0
"Andorra",2020-03-30,36,2,9
"Andorra",2020-03-31,6,4,0
"Andorra",2020-04-01,14,2,0
"Andorra",2020-04-02,38,1,0
"Andorra",2020-04-03,11,1,6
"Andorra",2020-04-04,27,1,5
"Angola",2020-01-22,0,0,0
"Angola",2020-01-23,0,0,0
"Angola",2020-01-24,0,0,0
"Angola",2020-01-25,0,0,0
"Angola",2020-01-26,0,0,0
"Angola",2020-01-27,0,0,0
"Angola",2020-01-28,0,0,0
"Angola",2020-01-29,0,0,0
"Angola",2020-01-30,0,0,0
"Angola",2020-01-31,0,0,0
"Angola",2020-02-01,0,0,0
"Angola",2020-02-02,0,0,0
"Angola",2020-02-03,0,0,0
"Angola",2020-02-04,0,0,0
"Angola",2020-02-05,0,0,0
"Angola",2020-02-06,0,0,0
"Angola",2020-02-07,0,0,0
"Angola",2020-02-08,0,0,0
"Angola",2020-02-09,0,0,0
"Angola",2020-02-10,0,0,0
"Angola",2020-02-11,0,0,0
"Angola",2020-02-12,0,0,0
"Angola",2020-02-13,0,0,0
"Angola",2020-02-14,0,0,0
"Angola",2020-02-15,0,0,0
"Angola",2020-02-16,0,0,0
"Angola",2020-02-17,0,0,0
"Angola",2020-02-18,0,0,0
"Angola",2020-02-19,0,0,0
"Angola",2020-02-20,0,0,0
"Angola",2020-02-21,0,0,0
"Angola",2020-02-22,0,0,0
"Angola",2020-02-23,0,0,0
"Angola",2020-02-24,0,0,0
"Angola",2020-02-25,0,0,0
"Angola",2020-02-26,0,0,0
"Angola",2020-02-27,0,0,0
"Angola",2020-02-28,0,0,0
"Angola",2020-02-29,0,0,0
"Angola",2020-03-01,0,0,0
"Angola",2020-03-02,0,0,0
"Angola",2020-03-03,0,0,0
"Angola",2020-03-04,0,0,0
"Angola",2020-03-05,0,0,0
"Angola",2020-03-06,0,0,0
"Angola",2020-03-07,0,0,0
"Angola",2020-03-08,0,0,0
"Angola",2020-03-09,0,0,0
"Angola",2020-03-10,0,0,0
"Angola",2020-03-11,0,0,0
"Angola",2020-03-12,0,0,0
"Angola",2020-03-13,0,0,0
"Angola",2020-03-14,0,0,0
"Angola",2020-03-15,0,0,0
"Angola",2020-03-16,0,0,0
"Angola",2020-03-17,0,0,0
"Angola",2020-03-18,0,0,0
"Angola",2020-03-19,0,0,0
"Angola",2020-03-20,1,0,0
"Angola",2020-03-21,1,0,0
"Angola",2020-03-22,0,0,0
"Angola",2020-03-23,1,0,0
"Angola",2020-03-24,0,0,0
"Angola",2020-03-25,0,0,0
"Angola",2020-03-26,1,0,0
"Angola",2020-03-27,0,0,0
"Angola",2020-03-28,1,0,0
"Angola",2020-03-29,2,2,0
"Angola",2020-03-30,0,0,0
"Angola",2020-03-31,0,0,1
"Angola",2020-04-01,1,0,0
"Angola",2020-04-02,0,0,0
"Angola",2020-04-03,0,0,0
"Angola",2020-04-04,2,0,1
"Antigua and Barbuda",2020-01-22,0,0,0
"Antigua and Barbuda",2020-01-23,0,0,0
"Antigua and Barbuda",2020-01-24,0,0,0
"Antigua and Barbuda",2020-01-25,0,0,0
"Antigua and Barbuda",2020-01-26,0,0,0
"Antigua and Barbuda",2020-01-27,0,0,0
"Antigua and Barbuda",2020-01-28,0,0,0
"Antigua and Barbuda",2020-01-29,0,0,0
"Antigua and Barbuda",2020-01-30,0,0,0
"Antigua and Barbuda",2020-01-31,0,0,0
"Antigua and Barbuda",2020-02-01,0,0,0
"Antigua and Barbuda",2020-02-02,0,0,0
"Antigua and Barbuda",2020-02-03,0,0,0
"Antigua and Barbuda",2020-02-04,0,0,0
"Antigua and Barbuda",2020-02-05,0,0,0
"Antigua and Barbuda",2020-02-06,0,0,0
"Antigua and Barbuda",2020-02-07,0,0,0
"Antigua and Barbuda",2020-02-08,0,0,0
"Antigua and Barbuda",2020-02-09,0,0,0
"Antigua and Barbuda",2020-02-10,0,0,0
"Antigua and Barbuda",2020-02-11,0,0,0
"Antigua and Barbuda",2020-02-12,0,0,0
"Antigua and Barbuda",2020-02-13,0,0,0
"Antigua and Barbuda",2020-02-14,0,0,0
"Antigua and Barbuda",2020-02-15,0,0,0
"Antigua and Barbuda",2020-02-16,0,0,0
"Antigua and Barbuda",2020-02-17,0,0,0
"Antigua and Barbuda",2020-02-18,0,0,0
"Antigua and Barbuda",2020-02-19,0,0,0
"Antigua and Barbuda",2020-02-20,0,0,0
"Antigua and Barbuda",2020-02-21,0,0,0
"Antigua and Barbuda",2020-02-22,0,0,0
"Antigua and Barbuda",2020-02-23,0,0,0
"Antigua and Barbuda",2020-02-24,0,0,0
"Antigua and Barbuda",2020-02-25,0,0,0
"Antigua and Barbuda",2020-02-26,0,0,0
"Antigua and Barbuda",2020-02-27,0,0,0
"Antigua and Barbuda",2020-02-28,0,0,0
"Antigua and Barbuda",2020-02-29,0,0,0
"Antigua and Barbuda",2020-03-01,0,0,0
"Antigua and Barbuda",2020-03-02,0,0,0
"Antigua and Barbuda",2020-03-03,0,0,0
"Antigua and Barbuda",2020-03-04,0,0,0
"Antigua and Barbuda",2020-03-05,0,0,0
"Antigua and Barbuda",2020-03-06,0,0,0
"Antigua and Barbuda",2020-03-07,0,0,0
"Antigua and Barbuda",2020-03-08,0,0,0
"Antigua and Barbuda",2020-03-09,0,0,0
"Antigua and Barbuda",2020-03-10,0,0,0
"Antigua and Barbuda",2020-03-11,0,0,0
"Antigua and Barbuda",2020-03-12,0,0,0
"Antigua and Barbuda",2020-03-13,1,0,0
"Antigua and Barbuda",2020-03-14,0,0,0
"Antigua and Barbuda",2020-03-15,0,0,0
"Antigua and Barbuda",2020-03-16,0,0,0
"Antigua and Barbuda",2020-03-17,0,0,0
"Antigua and Barbuda",2020-03-18,0,0,0
"Antigua and Barbuda",2020-03-19,0,0,0
"Antigua and Barbuda",2020-03-20,0,0,0
"Antigua and Barbuda",2020-03-21,0,0,0
"Antigua and Barbuda",2020-03-22,0,0,0
"Antigua and Barbuda",2020-03-23,2,0,0
"Antigua and Barbuda",2020-03-24,0,0,0
"Antigua and Barbuda",2020-03-25,0,0,0
"Antigua and Barbuda",2020-03-26,4,0,0
"Antigua and Barbuda",2020-03-27,0,0,0
"Antigua and Barbuda",2020-03-28,0,0,0
"Antigua and Barbuda",2020-03-29,0,0,0
"Antigua and Barbuda",2020-03-30,0,0,0
"Antigua and Barbuda",2020-03-31,0,0,0
"Antigua and Barbuda",2020-04-01,0,0,0
"Antigua and Barbuda",2020-04-02,2,0,0
"Antigua and Barbuda",2020-04-03,6,0,0
"Antigua and Barbuda",2020-04-04,0,0,0
"Argentina",2020-01-22,0,0,0
"Argentina",2020-01-23,0,0,0
"Argentina",2020-01-24,0,0,0
"Argentina",2020-01-25,0,0,0
"Argentina",2020-01-26,0,0,0
"Argentina",2020-01-27,0,0,0
"Argentina",2020-01-28,0,0,0
"Argentina",2020-01-29,0,0,0
"Argentina",2020-01-30,0,0,0
"Argentina",2020-01-31,0,0,0
"Argentina",2020-02-01,0,0,0
"Argentina",2020-02-02,0,0,0
"Argentina",2020-02-03,0,0,0
"Argentina",2020-02-04,0,0,0
"Argentina",2020-02-05,0,0,0
"Argentina",2020-02-06,0,0,0
"Argentina",2020-02-07,0,0,0
"Argentina",2020-02-08,0,0,0
"Argentina",2020-02-09,0,0,0
"Argentina",2020-02-10,0,0,0
"Argentina",2020-02-11,0,0,0
"Argentina",2020-02-12,0,0,0
"Argentina",2020-02-13,0,0,0
"Argentina",2020-02-14,0,0,0
"Argentina",2020-02-15,0,0,0
"Argentina",2020-02-16,0,0,0
"Argentina",2020-02-17,0,0,0
"Argentina",2020-02-18,0,0,0
"Argentina",2020-02-19,0,0,0
"Argentina",2020-02-20,0,0,0
"Argentina",2020-02-21,0,0,0
"Argentina",2020-02-22,0,0,0
"Argentina",2020-02-23,0,0,0
"Argentina",2020-02-24,0,0,0
"Argentina",2020-02-25,0,0,0
"Argentina",2020-02-26,0,0,0
"Argentina",2020-02-27,0,0,0
"Argentina",2020-02-28,0,0,0
"Argentina",2020-02-29,0,0,0
"Argentina",2020-03-01,0,0,0
"Argentina",2020-03-02,0,0,0
"Argentina",2020-03-03,1,0,0
"Argentina",2020-03-04,0,0,0
"Argentina",2020-03-05,0,0,0
"Argentina",2020-03-06,1,0,0
"Argentina",2020-03-07,6,0,0
"Argentina",2020-03-08,4,1,0
"Argentina",2020-03-09,0,0,0
"Argentina",2020-03-10,5,0,0
"Argentina",2020-03-11,2,0,0
"Argentina",2020-03-12,0,0,0
"Argentina",2020-03-13,12,1,0
"Argentina",2020-03-14,3,0,1
"Argentina",2020-03-15,11,0,0
"Argentina",2020-03-16,11,0,0
"Argentina",2020-03-17,12,0,2
"Argentina",2020-03-18,11,0,0
"Argentina",2020-03-19,18,1,0
"Argentina",2020-03-20,31,0,0
"Argentina",2020-03-21,30,1,0
"Argentina",2020-03-22,108,0,0
"Argentina",2020-03-23,35,0,0
"Argentina",2020-03-24,86,2,49
"Argentina",2020-03-25,0,2,0
"Argentina",2020-03-26,115,1,11
"Argentina",2020-03-27,87,4,9
"Argentina",2020-03-28,101,5,0
"Argentina",2020-03-29,55,1,0
"Argentina",2020-03-30,75,4,156
"Argentina",2020-03-31,234,4,12
"Argentina",2020-04-01,0,1,8
"Argentina",2020-04-02,79,8,8
"Argentina",2020-04-03,132,3,10
"Argentina",2020-04-04,186,4,13
"Armenia",2020-01-22,0,0,0
"Armenia",2020-01-23,0,0,0
"Armenia",2020-01-24,0,0,0
"Armenia",2020-01-25,0,0,0
"Armenia",2020-01-26,0,0,0
"Armenia",2020-01-27,0,0,0
"Armenia",2020-01-28,0,0,0
"Armenia",2020-01-29,0,0,0
"Armenia",2020-01-30,0,0,0
"Armenia",2020-01-31,0,0,0
"Armenia",2020-02-01,0,0,0
"Armenia",2020-02-02,0,0,0
"Armenia",2020-02-03,0,0,0
"Armenia",2020-02-04,0,0,0
"Armenia",2020-02-05,0,0,0
"Armenia",2020-02-06,0,0,0
"Armenia",2020-02-07,0,0,0
"Armenia",2020-02-08,0,0,0
"Armenia",2020-02-09,0,0,0
"Armenia",2020-02-10,0,0,0
"Armenia",2020-02-11,0,0,0
"Armenia",2020-02-12,0,0,0
"Armenia",2020-02-13,0,0,0
"Armenia",2020-02-14,0,0,0
"Armenia",2020-02-15,0,0,0
"Armenia",2020-02-16,0,0,0
"Armenia",2020-02-17,0,0,0
"Armenia",2020-02-18,0,0,0
"Armenia",2020-02-19,0,0,0
"Armenia",2020-02-20,0,0,0
"Armenia",2020-02-21,0,0,0
"Armenia",2020-02-22,0,0,0
"Armenia",2020-02-23,0,0,0
"Armenia",2020-02-24,0,0,0
"Armenia",2020-02-25,0,0,0
"Armenia",2020-02-26,0,0,0
"Armenia",2020-02-27,0,0,0
"Armenia",2020-02-28,0,0,0
"Armenia",2020-02-29,0,0,0
"Armenia",2020-03-01,1,0,0
"Armenia",2020-03-02,0,0,0
"Armenia",2020-03-03,0,0,0
"Armenia",2020-03-04,0,0,0
"Armenia",2020-03-05,0,0,0
"Armenia",2020-03-06,0,0,0
"Armenia",2020-03-07,0,0,0
"Armenia",2020-03-08,0,0,0
"Armenia",2020-03-09,0,0,0
"Armenia",2020-03-10,0,0,0
"Armenia",2020-03-11,0,0,0
"Armenia",2020-03-12,3,0,0
"Armenia",2020-03-13,4,0,0
"Armenia",2020-03-14,10,0,0
"Armenia",2020-03-15,8,0,0
"Armenia",2020-03-16,26,0,0
"Armenia",2020-03-17,26,0,1
"Armenia",2020-03-18,6,0,0
"Armenia",2020-03-19,31,0,0
"Armenia",2020-03-20,21,0,0
"Armenia",2020-03-21,24,0,0
"Armenia",2020-03-22,34,0,1
"Armenia",2020-03-23,41,0,0
"Armenia",2020-03-24,14,0,12
"Armenia",2020-03-25,16,0,2
"Armenia",2020-03-26,25,1,2
"Armenia",2020-03-27,39,0,10
"Armenia",2020-03-28,78,0,2
"Armenia",2020-03-29,17,2,0
"Armenia",2020-03-30,58,0,0
"Armenia",2020-03-31,50,0,0
"Armenia",2020-04-01,39,1,1
"Armenia",2020-04-02,92,3,2
"Armenia",2020-04-03,73,0,10
"Armenia",2020-04-04,34,0,0
"Australia",2020-01-22,0,0,0
"Australia",2020-01-23,0,0,0
"Australia",2020-01-24,0,0,0
"Australia",2020-01-25,0,0,0
"Australia",2020-01-26,4,0,0
"Australia",2020-01-27,1,0,0
"Australia",2020-01-28,0,0,0
"Australia",2020-01-29,1,0,0
"Australia",2020-01-30,3,0,2
"Australia",2020-01-31,0,0,0
"Australia",2020-02-01,3,0,0
"Australia",2020-02-02,0,0,0
"Australia",2020-02-03,0,0,0
"Australia",2020-02-04,1,0,0
"Australia",2020-02-05,0,0,0
"Australia",2020-02-06,1,0,0
"Australia",2020-02-07,1,0,0
"Australia",2020-02-08,0,0,0
"Australia",2020-02-09,0,0,0
"Australia",2020-02-10,0,0,0
"Australia",2020-02-11,0,0,0
"Australia",2020-02-12,0,0,0
"Australia",2020-02-13,0,0,6
"Australia",2020-02-14,0,0,0
"Australia",2020-02-15,0,0,0
"Australia",2020-02-16,0,0,0
"Australia",2020-02-17,0,0,2
"Australia",2020-02-18,0,0,0
"Australia",2020-02-19,0,0,0
"Australia",2020-02-20,0,0,0
"Australia",2020-02-21,0,0,1
"Australia",2020-02-22,0,0,0
"Australia",2020-02-23,0,0,0
"Australia",2020-02-24,0,0,0
"Australia",2020-02-25,0,0,0
"Australia",2020-02-26,0,0,0
"Australia",2020-02-27,0,0,0
"Australia",2020-02-28,0,0,0
"Australia",2020-02-29,10,0,0
"Australia",2020-03-01,2,1,0
"Australia",2020-03-02,3,0,0
"Australia",2020-03-03,9,0,0
"Australia",2020-03-04,13,1,0
"Australia",2020-03-05,3,0,10
"Australia",2020-03-06,5,0,0
"Australia",2020-03-07,3,0,0
"Australia",2020-03-08,13,1,0
"Australia",2020-03-09,15,0,0
"Australia",2020-03-10,16,0,0
"Australia",2020-03-11,21,0,0
"Australia",2020-03-12,0,0,0
"Australia",2020-03-13,72,0,2
"Australia",2020-03-14,50,0,0
"Australia",2020-03-15,47,0,0
"Australia",2020-03-16,80,0,0
"Australia",2020-03-17,75,2,0
"Australia",2020-03-18,116,1,0
"Australia",2020-03-19,113,0,3
"Australia",2020-03-20,110,1,0
"Australia",2020-03-21,280,0,0
"Australia",2020-03-22,478,0,62
"Australia",2020-03-23,133,0,0
"Australia",2020-03-24,362,1,27
"Australia",2020-03-25,320,0,4
"Australia",2020-03-26,446,5,53
"Australia",2020-03-27,333,0,22
"Australia",2020-03-28,497,1,50
"Australia",2020-03-29,344,2,0
"Australia",2020-03-30,377,1,13
"Australia",2020-03-31,198,1,101
"Australia",2020-04-01,303,2,64
"Australia",2020-04-02,254,4,98
"Australia",2020-04-03,214,4,129
"Australia",2020-04-04,220,2,52
"Austria",2020-01-22,0,0,0
"Austria",2020-01-23,0,0,0
"Austria",2020-01-24,0,0,0
"Austria",2020-01-25,0,0,0
"Austria",2020-01-26,0,0,0
"Austria",2020-01-27,0,0,0
"Austria",2020-01-28,0,0,0
"Austria",2020-01-29,0,0,0
"Austria",2020-01-30,0,0,0
"Austria",2020-01-31,0,0,0
"Austria",2020-02-01,0,0,0
"Austria",2020-02-02,0,0,0
"Austria",2020-02-03,0,0,0
"Austria",2020-02-04,0,0,0
"Austria",2020-02-05,0,0,0
"Austria",2020-02-06,0,0,0
"Austria",2020-02-07,0,0,0
"Austria",2020-02-08,0,0,0
"Austria",2020-02-09,0,0,0
"Austria",2020-02-10,0,0,0
"Austria",2020-02-11,0,0,0
"Austria",2020-02-12,0,0,0
"Austria",2020-02-13,0,0,0
"Austria",2020-02-14,0,0,0
"Austria",2020-02-15,0,0,0
"Austria",2020-02-16,0,0,0
"Austria",2020-02-17,0,0,0
"Austria",2020-02-18,0,0,0
"Austria",2020-02-19,0,0,0
"Austria",2020-02-20,0,0,0
"Austria",2020-02-21,0,0,0
"Austria",2020-02-22,0,0,0
"Austria",2020-02-23,0,0,0
"Austria",2020-02-24,0,0,0
"Austria",2020-02-25,2,0,0
"Austria",2020-02-26,0,0,0
"Austria",2020-02-27,1,0,0
"Austria",2020-02-28,0,0,0
"Austria",2020-02-29,6,0,0
"Austria",2020-03-01,5,0,0
"Austria",2020-03-02,4,0,0
"Austria",2020-03-03,3,0,0
"Austria",2020-03-04,8,0,0
"Austria",2020-03-05,12,0,0
"Austria",2020-03-06,14,0,0
"Austria",2020-03-07,24,0,0
"Austria",2020-03-08,25,0,0
"Austria",2020-03-09,27,0,2
"Austria",2020-03-10,51,0,2
"Austria",2020-03-11,64,0,0
"Austria",2020-03-12,56,1,0
"Austria",2020-03-13,202,0,2
