"title","date","link"
"The decision to go ahead on the coronavirus pandemic was taken at the Davos Forum by the Rothschilds and the Gates","13.03.2020","https://euvsdisinfo.eu/report/the-decision-to-go-ahead-on-the-coronavirus-pandemic-was-taken-at-the-davos-forum-by-the-rothschilds-and-the-gates/"
"Force vaccination, forcing brain debilitating agents, will be introduced as the coronavirus pandemic is declared","13.03.2020","https://euvsdisinfo.eu/report/force-vaccination-forcing-brain-debilitating-agents-will-be-introduced-as-the-coronavirus-pandemic-is-declared/"
"The coronavirus pandemic: nano-chips might be injected together with vaccines, allowing ""them"" to control your money","13.03.2020","https://euvsdisinfo.eu/report/the-coronavirus-pandemic-nano-chips-might-be-injected-together-with-vaccines-allowing-them-to-control-your-money/"
"The coronavirus is a pretext for the Global Elites' ambitions to reduce world population","13.03.2020","https://euvsdisinfo.eu/report/the-coronavirus-is-a-pretext-for-the-global-elites-ambitions-to-reduce-world-population/"
"""Coronavirus"" deaths in Italy might have been caused by common flu","13.03.2020","https://euvsdisinfo.eu/report/coronavirus-deaths-in-italy-might-have-been-caused-by-common-flu/"
"The coronavirus moves us towards a totalitarian state of the world and the introduction of Agenda ID2020","13.03.2020","https://euvsdisinfo.eu/report/the-coronavirus-moves-us-towards-a-totalitarian-state-of-the-world-and-the-introduction-of-agenda-id2020/"
"Cash is banned in many Scandinavian countries","13.03.2020","https://euvsdisinfo.eu/report/cash-is-banned-in-many-scandinavian-countries/"
"Coronavirus - artificially created biological weapon","13.03.2020","https://euvsdisinfo.eu/report/coronavirus-artificially-created-biological-weapons/"
"Coronavirus and economic crisis caught the EU by surprise because of its Russophobia","13.03.2020","https://euvsdisinfo.eu/report/coronavirus-and-economic-crisis-caught-the-eu-by-surprise-because-of-its-russophobia/"
"The coronavirus puts EU's existence into question","13.03.2020","https://euvsdisinfo.eu/report/the-coronavirus-puts-eus-existence-into-question/"
"The coronavirus is a US biological weapon to reduce the planet's population","13.03.2020","https://euvsdisinfo.eu/report/the-coronavirus-is-a-us-biological-weapon-to-reduce-the-planets-population/"
"Closer cooperation with Europe turned into a catastrophe for Ukraine","12.03.2020","https://euvsdisinfo.eu/report/cooperation-with-europe-turned-into-a-catastrophe-for-ukraine/"
"Russian defendant in MH17 trial denied access to own case file","12.03.2020","https://euvsdisinfo.eu/report/russian-defendant-in-mh17-trial-deprived-of-access-to-own-case-file/"
"Coronavirus is psychological warfare against enemies like China and Iran","12.03.2020","https://euvsdisinfo.eu/report/coronavirus-not-pandemic-tool-psychological-warfare-china-iran/"
"Covid-19 is a rehearsal for the true apocalyptic weapon","12.03.2020","https://euvsdisinfo.eu/report/covid-19-rehearsal-true-apocalyptic-weapon/"
"Covid-19 will serve for hacking the global system","12.03.2020","https://euvsdisinfo.eu/report/covid-19-hack-global-system/"
"The MH17 show trial is not about justice, but information warfare","11.03.2020","https://euvsdisinfo.eu/report/the-mh17-trial-is-not-about-justice-but-information-warfare/"
"Turkey-Greece crisis has taken NATO to its limit","11.03.2020","https://euvsdisinfo.eu/report/turkey-greece-crisis-taken-nato-limit/"
"Real purpose of Istanbul Convention is to abolish the family institution","11.03.2020","https://euvsdisinfo.eu/report/the-real-purpose-of-the-istanbul-convention-is-to-abolish-the-family-institution/"
"Pro-Turkish Soros wants to appoint a president in Karabakh","11.03.2020","https://euvsdisinfo.eu/report/pro-turkish-soros-wants-to-appoint-a-president-in-karabakh/"
"Previous Russian Constitution was dictated by the US, the new one will be based on Russian fundamental values","11.03.2020","https://euvsdisinfo.eu/report/previous-russian-constitution-was-dictated-by-the-us-the-new-one-will-be-based-on-russian-fundamental-values/"
"NATO is responsible for Afghanistan's destruction","11.03.2020","https://euvsdisinfo.eu/report/nato-responsible-afghanistan-destruction/"
"West punishes Russia for the crime of being Russia","11.03.2020","https://euvsdisinfo.eu/report/tyler-durden-west-punishes-russia-for-the-crime-of-being-russia/"
"US is going to teach tolerance of sodomy through social networks","11.03.2020","https://euvsdisinfo.eu/report/us-is-going-to-teach-sodomite-tolerance-through-social-networks/"
"The EU is a warring party in the war in Ukraine","11.03.2020","https://euvsdisinfo.eu/report/the-eu-is-a-warring-party-in-the-war-in-ukraine/"
"The MH17 was shot down by a Ukrainian fighter","10.03.2020","https://euvsdisinfo.eu/report/an-australian-jurist-told-the-mh17-was-shot-down-by-a-ukrainian-fighter/"
"Mainstream media and governments overestimate the coronavirus threat","10.03.2020","https://euvsdisinfo.eu/report/mainstream-media-and-governments-overestimate-the-coronavirus-threat/"
"The coronavirus represents the end of globalisation","10.03.2020","https://euvsdisinfo.eu/report/the-coronavirus-represents-the-end-of-globalisation/"
"The global elites did not expect the coronavirus to behave inadequately","10.03.2020","https://euvsdisinfo.eu/report/the-global-elites-did-not-expect-the-coronavirus-to-behave-inadequately/"
"Dutch intelligence found no trace of the Buk antiaircraft missile","10.03.2020","https://euvsdisinfo.eu/report/dutch-military-intelligence-has-found-no-trace-of-the-buk-antiaircraft-missile-capable-of-shooting-down-the-mh17-near-the-crash-zone/"
"Coronavirus may have been created in the USA as a biological weapon","10.03.2020","https://euvsdisinfo.eu/report/the-coronavirus-may-have-been-created-in-the-usa-as-a-biological-weapon/"
"Liberalism has facilitated the spread of the coronavirus","10.03.2020","https://euvsdisinfo.eu/report/liberalism-has-facilitated-the-spread-of-the-coronavirus/"
"The outcome of the MH17 trial is predetermined","09.03.2020","https://euvsdisinfo.eu/report/the-outcome-of-the-mh17-trial-is-predetermined/"
"Downed MH17 trial is a show, the irrefutable evidence of Russia's innocence is rejected","09.03.2020","https://euvsdisinfo.eu/report/downed-mh17s-trial-is-a-show-the-irrefutable-evidence-of-russias-innocence-is-rejected/"
"The MH17 trial suffers from political amnesia","09.03.2020","https://euvsdisinfo.eu/report/the-mh17-trial-suffers-from-political-amnesia/"
"The trial in The Hague on flight MH17 is based on Ukraine's fakes","09.03.2020","https://euvsdisinfo.eu/report/the-trial-in-the-hague-on-flight-mh17-is-based-on-ukraines-fakes/"
"The MH17 trial: not objective; not professional","09.03.2020","https://euvsdisinfo.eu/report/the-mh17-trial-not-objective-not-professional/"
"JIT investigation of MH17 crash is not efficient","09.03.2020","https://euvsdisinfo.eu/report/the-jit-investigation-of-mh17-crash-is-nor-efficient-neither-professional/"
"The MH17 trial is ""arranged"", it intends to whitewash Ukraine and make Russia the culprit","09.03.2020","https://euvsdisinfo.eu/report/the-mh17-trial-is-arranged-it-intends-to-whitewash-ukraine-and-make-russia-the-culprit/"
"MH 17 BUK missile was delivered to the Soviet Republic of Ukraine and never returned to Russia","09.03.2020","https://euvsdisinfo.eu/report/mh-17-buk-missile-was-delivered-to-soviet-republic-of-ukraine-and-never-returned-to-russia/"
"American analysts decided to restore the territory of the Third Reich","09.03.2020","https://euvsdisinfo.eu/report/american-analysts-decided-to-restore-the-territory-of-the-third-reich/"
"Polish politicians ready to support the territorial rebirth of the Third Reich to weaken Russia","09.03.2020","https://euvsdisinfo.eu/report/the-polish-politicians-would-be-ready-to-support-the-territorial-rebirth-of-the-third-reich-in-order-to-weaken-russia/"
"USA hopes to partition Russia after the end of Putin’s Presidency","09.03.2020","https://euvsdisinfo.eu/report/the-usa-hopes-that-after-the-end-of-putins-presidency-there-will-be-a-possibility-for-the-partition-of-russia/"
"Belgium, just like Malaysia, believes the MH17 trial is politically biased against Russia","09.03.2020","https://euvsdisinfo.eu/report/belgium-just-like-malaysia-believes-the-mh17-trial-is-politically-biased-against-russia/"
"Coronavirus was spread around the world from the US biological laboratories","09.03.2020","https://euvsdisinfo.eu/report/coronavirus-was-spread-around-the-world-from-the-worldwide-us-biological-laboratories/"
"British cyber forces are attacking Russia with anti-Russian fuss","08.03.2020","https://euvsdisinfo.eu/report/british-cyber-forces-are-attacking-russia-with-anti-russian-fuss/"
"Crimea became Russian in full compliance with international law after a referendum","08.03.2020","https://euvsdisinfo.eu/report/crimea-became-russian-in-full-compliance-with-international-law-after-a-referendum/"
"CIA-controlled SBU shot MH17","08.03.2020","https://euvsdisinfo.eu/report/cia-controlled-sbu-shot-mh17/"
"In February 2014 a Coup d'Etat took place in Kiev","08.03.2020","https://euvsdisinfo.eu/report/in-february-2014-a-coup-detat-took-place-in-kiev/"
"Empty chairs for MH17 victims outside Russia's Hague Embassy: It's a fake","08.03.2020","https://euvsdisinfo.eu/report/empty-chairs-for-mh17-victims-outside-russias-hague-embassy-its-a-fake/"
"The MH17 investigators decided to violate Russia' sovereignty","08.03.2020","https://euvsdisinfo.eu/report/the-mh17-investigators-decided-to-violate-russia-sovereignty/"
"Pro-Western civil society in Ukraine and Belarus is a Fascist fifth column","07.03.2020","https://euvsdisinfo.eu/report/pro-western-civil-society-in-ukraine-and-belarus-as-a-fascist-fifth-column/"
"Coronavirus is a manipulative story","06.03.2020","https://euvsdisinfo.eu/report/coronavirus-is-a-manipulative-story/"
"The US State Department is trying to eradicate the Orthodox Church","06.03.2020","https://euvsdisinfo.eu/report/the-us-state-department-is-trying-to-eradicate-orthodox-church/"
"No fake news comes from Russia","06.03.2020","https://euvsdisinfo.eu/report/no-fake-news-from-russia/"
"The Polish Institute of National Remembrance is not a historical and scientific institution","06.03.2020","https://euvsdisinfo.eu/report/the-polish-institute-of-national-remembrance-is-not-a-historical-and-scientific-institution/"
"Accusations against the USSR on outbreak of WWII are blasphemy","06.03.2020","https://euvsdisinfo.eu/report/accusation-of-the-ussr-in-the-outbreak-of-wwii-is-blasphemy/"
"Neoliberal countries don’t care about containing the coronavirus epidemic","06.03.2020","https://euvsdisinfo.eu/report/neoliberal-countries-dont-care-about-containing-the-coronavirus-epidemic-because-in-these-countries-the-economy-is-more-important-than-the-public-interest/"
"Biased JIT ignores massive data supplied by Russia","06.03.2020","https://euvsdisinfo.eu/report/biased-jit-ignores-massive-data-supplied-by-russia/"
"The US is creating conditions for a nuclear conflict","06.03.2020","https://euvsdisinfo.eu/report/the-us-is-creating-conditions-for-a-nuclear-conflict/"
"The Netherlands are trying to put brutal pressure on the MH17 trial","06.03.2020","https://euvsdisinfo.eu/report/the-netherlands-are-trying-to-put-brutal-pressure-on-the-mh17-trial/"
"A remedy for coronavirus has been developed in Ukraine","06.03.2020","https://euvsdisinfo.eu/report/a-remedy-for-coronavirus-has-been-developed-in-ukraine/"
"Democracy and freedom prevent Europe from fighting the virus effectively","06.03.2020","https://euvsdisinfo.eu/report/democracy-and-freedom-prevent-europe-from-fighting-the-virus-effectively/"
"The West wants a Russian-Turkish war because of Syria","06.03.2020","https://euvsdisinfo.eu/report/the-west-wants-the-russian-turkish-war-because-of-syria/"
"Radioactive source stolen in Ukraine; EU in danger","05.03.2020","https://euvsdisinfo.eu/report/radioactive-source-stolen-in-ukraine-eu-in-danger/"
"Coronavirus could be an American biological attack","05.03.2020","https://euvsdisinfo.eu/report/coronavirus-could-be-an-american-biological-attack/"
"Lithuania has no sovereign policy","05.03.2020","https://euvsdisinfo.eu/report/there-is-no-lithuanian-policy-and-cannot-be-lithuanian-politicians-do-not-and-can-not-have-own-opinion/"
"Coronavirus is another biological war against China and Iran","05.03.2020","https://euvsdisinfo.eu/report/coronavirus-is-another-biological-war-against-china-and-iran/"
"Polish authorities created an insane hysteria of intimidation with Russia, used for the needs of domestic politics","05.03.2020","https://euvsdisinfo.eu/report/the-polish-authorities-created-an-insane-hysteria-of-intimidation-with-russia-used-for-the-needs-of-domestic-politics/"
"The promotion of the so-called Katyn affair, falsely attributed to NKVD, was approved by Hitler","05.03.2020","https://euvsdisinfo.eu/report/the-promotion-of-the-so-called-katyn-affair-falsely-attributed-to-nkvd-was-approved-by-hitler/"
"The freedom of speech is purged from Western media outlets","05.03.2020","https://euvsdisinfo.eu/report/the-freedom-of-speech-is-purged-from-western-media-outlets/"
"Belarus’ Lukashenko mocking Russia by carrying out a military exercise with NATO and UK","05.03.2020","https://euvsdisinfo.eu/report/belarus-lukashenko-mocking-russia-military-exercise-nato-uk/"
"Lithuanian Foreign Ministry tries to rewrite the history of World War II","04.03.2020","https://euvsdisinfo.eu/report/lithuanian-foreign-minister-is-trying-to-rewrite-the-history-of-world-war-ii/"
"US Department of Defense has a secret biological laboratory in Georgia","04.03.2020","https://euvsdisinfo.eu/report/what-is-this-secret-us-biological-laboratory-doing-in-georgia/"
"American intelligence has arbitrarily accused Russia of interfering in the 2016 US elections","04.03.2020","https://euvsdisinfo.eu/report/an-arbitrary-us-accusation-of-russian-interference/"
"No evidence after 2 years of the alleged poisoning of the Skripals","04.03.2020","https://euvsdisinfo.eu/report/no-evidence-after-2-years-of-the-alleged-scribal-poisoning/"
"The coronavirus outbreak is a lie","04.03.2020","https://euvsdisinfo.eu/report/a-coronavirus-outbreak-is-a-lie/"
"White Helmets cooperate with terrorists to discredit Damascus","03.03.2020","https://euvsdisinfo.eu/report/white-helmets-cooperate-with-terrorists-to-discredit-damascus/"
"In Sweden you get ten years prison for demonstrating without permission","03.03.2020","https://euvsdisinfo.eu/report/in-sweden-you-get-ten-years-prison-for-demonstrating-without-permission/"
"US bureaucrats yearn for World War III","03.03.2020","https://euvsdisinfo.eu/report/us-bureaucrats-yearn-for-world-war-iii/"
"Bulgaria owes gratitude to Russia for its liberation from Ottoman rule","03.03.2020","https://euvsdisinfo.eu/report/the-san-stefano-treaty-and-bulgarias-liberation-from-ottoman-rule/"
"Russia fought the Ottoman empire to liberate Bulgaria","03.03.2020","https://euvsdisinfo.eu/report/russias-liberation-of-the-balkans/"
"The Assange case represents Donald Trump's capitulation to the Deep State","03.03.2020","https://euvsdisinfo.eu/report/the-assange-case-represents-donald-trumps-capitulation-to-the-deep-state/"
"Russia is falsely accused of interference in the US electoral process in 2020","03.03.2020","https://euvsdisinfo.eu/report/russia-again-falsely-accused-interference-us-electoral-process-2020/"
"Constant intimidation with Russia is used to make Poland economically dependent on the USA","03.03.2020","https://euvsdisinfo.eu/report/constant-intimidation-with-russia-is-used-to-make-poland-economically-dependent-on-the-usa/"
"The Polish policy towards Belarus is driven by the intensifying Polish obsession with Russia","03.03.2020","https://euvsdisinfo.eu/report/the-polish-policy-towards-belarus-is-driven-by-the-intensifying-polish-obsession-with-russia/"
"UN allegations of Russian war crimes in Syria are unfounded and biased, based on a flawed investigation","03.03.2020","https://euvsdisinfo.eu/report/un-allegations-russia-war-crimes-in-syria-unfounded-biased-flawed-investigation/"
"Child Rights’ Code and UNICEF encourage drug and alcohol use among teens","03.03.2020","https://euvsdisinfo.eu/report/child-rights-code-and-unicef-encourage-drug-and-alcohol-use-among-teens-2/"
"Unauthorised protesting in Sweden carries a ten-year prison term","03.03.2020","https://euvsdisinfo.eu/report/unauthorized-protesting-in-sweden-carries-a-ten-year-prison-term/"
"Amsterdam may use coronavirus to commit frauds against Russia in the MH17 trial","03.03.2020","https://euvsdisinfo.eu/report/amsterdam-may-use-coronavirus-to-commit-frauds-against-russia-in-the-mh17-trial/"
"The US is the main global sponsor of terrorism","03.03.2020","https://euvsdisinfo.eu/report/the-us-is-the-main-global-sponsor-of-terrorism/"
"Washington is testing options for invading the Kaliningrad region","02.03.2020","https://euvsdisinfo.eu/report/washington-is-testing-options-for-invading-the-kaliningrad-region/"
"Euromaidan was a coup d'état carried out by oligarchs","02.03.2020","https://euvsdisinfo.eu/report/euromaidan-was-a-coup-detat-carried-out-by-oligarchs/"
"Ukraine is a quasi-state with failed economy","02.03.2020","https://euvsdisinfo.eu/report/ukraine-is-a-quasi-state-with-failed-economy/"
"Western liberal civilisation is decadent, materialistic, hedonistic and perverse","02.03.2020","https://euvsdisinfo.eu/report/western-liberal-civilisation-is-decadent-materialistic-hedonist-and-perverse/"
"Coronavirus is a classic example of hybrid warfare","02.03.2020","https://euvsdisinfo.eu/report/coronavirus-is-a-classic-example-of-hybrid-warfare/"
"Coronavirus chooses difficult countries","02.03.2020","https://euvsdisinfo.eu/report/coronavirus-chooses-difficult-countries/"
"Turkey might be hiding the truth about coronavirus","02.03.2020","https://euvsdisinfo.eu/report/turkey-might-be-hiding-the-truth-about-coronavirus/"
"Most of Turkey is Russophobic except for the beach resorts","02.03.2020","https://euvsdisinfo.eu/report/most-of-turkey-is-russophobic-except-for-the-beach-resorts/"
"MH17 crashed due to an explosion on board","02.03.2020","https://euvsdisinfo.eu/report/mh17-crashed-due-to-an-explosion-on-board/"
"Ukraine is run by pro-EU oligarchic Nazis supported by the US","02.03.2020","https://euvsdisinfo.eu/report/ukraine-is-run-by-pro-eu-oligarchic-nazis-supported-by-the-us/"
"Turkey and Estonia refuse Sputnik's reporting","02.03.2020","https://euvsdisinfo.eu/report/turkey-and-estonia-refusing-sputniks-reporting/"
"Ukraine will celebrate the birthdays of Nazis instead of Victory Day","02.03.2020","https://euvsdisinfo.eu/report/nstead-of-the-day-of-victory-ukraine-will-celebrate-the-birthdays-of-ukrainian-nazis-and-collaborators-of-nazi-germany/"
"Norway infringes on the rights of Crimeans","02.03.2020","https://euvsdisinfo.eu/report/norway-and-the-eu-infringe-on-the-rights-of-crimeans-said-the-norwegian-deputy/"
"Moldova and Armenia are subjected to total aggression by the George Soros monster","02.03.2020","https://euvsdisinfo.eu/report/moldova-and-armenia-are-subjected-to-total-aggression-by-the-george-soros-monster/"
"Ukraine allows 14-year-olds to change their sex without parental consent","02.03.2020","https://euvsdisinfo.eu/report/ukraine-allows-14-year-olds-to-change-their-sex-without-parents-consent/"
"Defender 2020 is a test to invade Kaliningrad region","02.03.2020","https://euvsdisinfo.eu/report/defender-2020-is-a-test-to-invade-kaliningrad-region/"
"The Soros network is a derivative of the CIA and the US State Department","01.03.2020","https://euvsdisinfo.eu/report/the-soros-galaxy-is-considered-a-derivative-of-the-cia-and-the-us-state-department/"
"Weinstein's conviction resembled a Stalinist show trial","01.03.2020","https://euvsdisinfo.eu/report/weinsteins-conviction-resembled-a-stalinist-show-trial/"
"Pope Francis gets coronavirus","01.03.2020","https://euvsdisinfo.eu/report/pope-francis-gets-coronavirus/"
"Because of NATO, the Czech Army cannot defend Czech citizens","01.03.2020","https://euvsdisinfo.eu/report/because-of-nato-the-czech-army-cannot-defend-czech-citizens/"
"The EU is a crazy Moloch – its dictate starts to be unacceptable","01.03.2020","https://euvsdisinfo.eu/report/the-eu-is-a-crazy-moloch-its-dictate-starts-to-be-unacceptable/"
